categories/0,categories/1,categories/2,categories/3,categories/4,skill,title
amazon-web-services,ansible,cassandra,hadoop,puppet,"amazon-web-services,ansible,cassandra,hadoop,puppet","DevOps Engineer at Relay42 (Amsterdam, Netherlands)"
hadoop,cloud,java,json,accumulo,"hadoop,cloud,java,json,accumulo","Fully Cleared Cloud Software Developer (with Opportunity to Gain Clearance) at Varen Technologies Inc (Columbia, MD)"
python,pandas,data-modeling,etl,postgresql,"python,pandas,data-modeling,etl,postgresql",Data Engineer at Toptal () (allows remote)
machine-learning,sql,data-mining,hadoop,python,"machine-learning,sql,data-mining,hadoop,python","Data Scientist  Analytics => Paid Relocation to Amsterdam <= at Booking.com (Amsterdam, Netherlands)"
hadoop,linux,java,distributed-system,,"hadoop,linux,java,distributed-system,","Engineer, Hadoop Operations at Conversant (Chicago, IL)"
salesforce,,,,,"salesforce,,,,","Business Analyst Salesforce (f/m) at FinanceApp Switzerland AG (Zürich, Schweiz)"
java,python,azure,aws,shell,"java,python,azure,aws,shell","Intern, Cloud Research at ARM (Austin, TX)"
hadoop,apache-spark,bigdata,java,scala,"hadoop,apache-spark,bigdata,java,scala","Data Platform Engineer - Java/Scala/Others at INFARE (Copenhagen, Denmark)"
java,hadoop,scala,apache-spark,,"java,hadoop,scala,apache-spark,","Senior Software Engineer at Conversant (Westlake Village, CA)"
scala,akka,apache-kafka,functional-programming,apache-spark,"scala,akka,apache-kafka,functional-programming,apache-spark","Scala Engineer at Cake Solutions Limited (Stockport, UK)"
java,softwareentwickler,,,,"java,softwareentwickler,,,","Java Entwickler (m/w) für München oder Nürnberg at Compusafe Data Systems AG (München, Deutschland)"
mysql,redis,memcached,ruby,google-cloud-platform,"mysql,redis,memcached,ruby,google-cloud-platform","Database Engineer - Data Stores Engineering at Shopify (Ottawa, ON, Canada) (allows remote)"
soa,oracle,design,salesforce,sap,"soa,oracle,design,salesforce,sap","Enterprise Solutions Architecture Sales Force Architect at L.A. Care (Los Angeles, CA)"
javascript,bigdata,web-development-server,application,hybrid-mobile-app,"javascript,bigdata,web-development-server,application,hybrid-mobile-app","Abschlussarbeit im Bereich App-Entwicklung (m/w) IN933 at BFFT Fahrzeugtechnik (Ingolstadt, Deutschland)"
statistics,sql,machine-learning,data-science,,"statistics,sql,machine-learning,data-science,","Data Scientist/Analyst - West London Fintech at LMAX Exchange (London, UK)"
java,spring-mvc,amazon-web-services,postgresql,elasticsearch,"java,spring-mvc,amazon-web-services,postgresql,elasticsearch","Java Developer at Picnic (Amsterdam, Netherlands)"
java,hadoop,tomcat,apache-kafka,apache-flink,"java,hadoop,tomcat,apache-kafka,apache-flink","Software Developer (f/m) Java at Yieldlab AG (Hamburg, Deutschland)"
php,soap,mongodb,mysql,bigdata,"php,soap,mongodb,mysql,bigdata","Software Developer (f/m/divers) Backend at The ADEX GmbH (Berlin, Deutschland)"
python,apache-spark,hadoop,,,"python,apache-spark,hadoop,,","Data Engineer at TrustYou (München, Deutschland)"
java,javascript,apache-spark,kubernetes,c#,"java,javascript,apache-spark,kubernetes,c#","(Junior) Anwendungsentwickler für Client und  Web Applikationen (m/w) at ISKO engineers AG (Ingolstadt, Deutschland)"
java,javascript,ruby-on-rails,scrum,leaflet,"java,javascript,ruby-on-rails,scrum,leaflet","Software Developer with TS clearance and FS Poly at Embedded Alliance (Herndon, VA)"
sql,java,php,peoplesoft,,"sql,java,php,peoplesoft,","Technical Product Support Analyst at GreyHeller (Bryan, TX)"
machine-learning,analytics,ibm-watson-cognitive,azure,data-science,"machine-learning,analytics,ibm-watson-cognitive,azure,data-science","Advanced Analytics & Machine Learning Senior Consultant at Innovation Process Technology (Bern, Schweiz)"
java,angularjs,nodejs,svg,d3.js,"java,angularjs,nodejs,svg,d3.js","Full Stack Developer at CubeYou (Milano, Italy)"
c++,python,computer-vision,camera-calibration,optimization,"c++,python,computer-vision,camera-calibration,optimization","Intern / Working Student for Calibration & Computer Vision (f/m) at NavVis GmbH (München, Germany)"
c++,computer-vision,slam,robotics,point-clouds,"c++,computer-vision,slam,robotics,point-clouds","Senior C++ Software Engineer at NavVis GmbH (München, Deutschland)"
elasticsearch,lucene,solr,ruby-on-rails,kafka,"elasticsearch,lucene,solr,ruby-on-rails,kafka","Software Engineer - Elasticsearch at Zendesk (Copenhagen, Denmark)"
java,nosql,agile,sas,,"java,nosql,agile,sas,","Solutions Architect (SAS) at Lumeris (Durham, NC)"
scala,amazon-web-services,apache-spark,,,"scala,amazon-web-services,apache-spark,,","Director of Engineering, STX at Sharethrough (San Francisco, CA)"
c++,elasticsearch,,,,"c++,elasticsearch,,,","Backend Software Engineer at Media Molecule Ltd (Guildford, UK)"
c++,python,linux,machine-learning,deep-learning,"c++,python,linux,machine-learning,deep-learning","Senior Scientist, Machine Learning & Virtual Screening at Schrödinger (New York, NY)"
java,c++,python,go,docker,"java,c++,python,go,docker","Senior Software Engineer - Infrastructure Engineering at Salesforce (Bellevue, WA)"
java,rest,sql,soap,oauth,"java,rest,sql,soap,oauth","Senior Back End Engineer - Trailblazer Platform at Salesforce (San Francisco, CA)"
java,oop,javascript,http,json,"java,oop,javascript,http,json","Senior Full Stack Engineer - Service Cloud at Salesforce (San Francisco, CA)"
javascript,user-interface,reactjs,html5,css,"javascript,user-interface,reactjs,html5,css","Senior Front End Engineer - Lightning Platform at Salesforce (San Francisco, CA)"
architecture,multiprocessing,cloud,real-time,machine-learning,"architecture,multiprocessing,cloud,real-time,machine-learning","Software Architect at LogRhythm (Boulder, CO)"
mongodb,mysql,elasticsearch,python,sqlite,"mongodb,mysql,elasticsearch,python,sqlite","Backend Developer (m/w) at Hornetsecurity GmbH (Hannover, Deutschland)"
hadoop,oop,bigdata,,,"hadoop,oop,bigdata,,","Software Engineer - Hadoop at trivago (Düsseldorf, Germany)"
python,node.js,javascript,docker,apache-spark,"python,node.js,javascript,docker,apache-spark","Full-stack Software Engineers - Help us build a brand new team at Oliver Wyman Labs (Boston, MA)"
azure,asp.net-web-api,.net,cloud,java,"azure,asp.net-web-api,.net,cloud,java","Developer / Architect (m/w) Azure at NTT DATA Deutschland GmbH (München, Deutschland)"
java,amazon-web-services,java-ee,cloud,c,"java,amazon-web-services,java-ee,cloud,c","Developer / Architect (m/w) Amazon Web Services (AWS) at NTT DATA Deutschland GmbH (München, Deutschland)"
azure,amazon-web-services,cloud,java,javascript,"azure,amazon-web-services,cloud,java,javascript","Developer / Architect (m/w) IoT- und Digitale-Plattformen at NTT DATA Deutschland GmbH (München, Deutschland)"
c,matlab,simulink,aspice,,"c,matlab,simulink,aspice,","Software Funktionsentwickler ADAS (W/M) at ZF Friedrichshafen AG (Koblenz, Deutschland)"
python,computer-vision,saas,tensorflow,soa,"python,computer-vision,saas,tensorflow,soa","Chief Technology Officer at FeatureX (Cambridge, MA)"
c#,azure,elasticsearch,eventsourcing,tdd,"c#,azure,elasticsearch,eventsourcing,tdd","Backendutvecklare at Collector Bank (Göteborg, Sweden)"
java,python,hadoop,apache-spark,mapreduce,"java,python,hadoop,apache-spark,mapreduce","Big Data Architect at Aol (Ramat Gan, Israel)"
python,aws,elasticsearch,hadoop,machine-learning,"python,aws,elasticsearch,hadoop,machine-learning","Software Engineer, Data Platform at Cortico (Cambridge, MA)"
java,solr,machine-learning,full-text-search,agile,"java,solr,machine-learning,full-text-search,agile","Software Developer Search Algorithms (f/m) at MYTOYS GROUP (Berlin, Germany)"
puppet,java,spring,reactive-programming,elasticsearch,"puppet,java,spring,reactive-programming,elasticsearch","Senior Java Developer to rock the world of finance at BUX (Amsterdam, Netherlands)"
c#,.net,,,,"c#,.net,,,","C# Software Developer FrontEnd (all genders welcome) at ROSEN Technology and Research Center GmbH (Lingen (Ems), Deutschland)"
amazon,aws,iot,spark,kafka,"amazon,aws,iot,spark,kafka","Enterprise Architekt Cloud & IoT (m/w) at sonnen GmbH (Wildpoldsried, Deutschland)"
c#,.net,matlab,agile,model-view-controller,"c#,.net,matlab,agile,model-view-controller","Sr. C# Software Developer for NASA at Omitron, Inc. (Greenbelt, MD)"
c#,.net,parsing,compiler-construction,static-analysis,"c#,.net,parsing,compiler-construction,static-analysis","C# language analysis research engineer at Semmle (Oxford, UK)"
reactjs,d3.js,typescript,,,"reactjs,d3.js,typescript,,","Experienced Software Engineer fluent in web development at Semmle (Oxford, UK)"
distributed-computing,cloud,bigdata,java,performance,"distributed-computing,cloud,bigdata,java,performance","Experienced software engineer to build robust systems at Semmle (Oxford, UK)"
c++,parsing,compiler-construction,static-analysis,c,"c++,parsing,compiler-construction,static-analysis,c","C/C++ language analysis research engineer at Semmle (Oxford, UK)"
php,java,python,postgresql,mondrian,"php,java,python,postgresql,mondrian","Data Engineer / Data Scientist (m/f) at Project A (Berlin, Germany)"
sql,tableau,pentaho,qlikview,,"sql,tableau,pentaho,qlikview,","Business Intelligence Analyst (m/f) at Project A (Berlin, Germany)"
cloud,hadoop,python,,,"cloud,hadoop,python,,","Scientist, Systems & Engineering, Zero Gravity Labs at LoyaltyOne, Zero Gravity Labs (Toronto, ON, Canada)"
hadoop,hdfs,apache-spark,informatica,machine-learning,"hadoop,hdfs,apache-spark,informatica,machine-learning","Expression of interest: Big Data Engineers at SKY TV NZ (Auckland, New Zealand)"
etl,sql,hadoop,c#,.net,"etl,sql,hadoop,c#,.net","Senior Big Data Developer at MRI Software (Vaughan, ON, Canada)"
java,hadoop,rx-java,cassandra,reactive-programming,"java,hadoop,rx-java,cassandra,reactive-programming","Senior Java Developers at LVL Studio (Montréal, QC, Canada)"
machine-learning,r,python,analytics,data-science,"machine-learning,r,python,analytics,data-science","Data Scientist / Big Data Engineer (m/w) at CID GmbH (Freigericht, Deutschland)"
c++,artificial-intelligence,machine-learning,statistics,,"c++,artificial-intelligence,machine-learning,statistics,","AI Researcher/Engineer at Square Enix (Shinjuku, Japan)"
java,spring,hadoop,amazon-web-services,docker,"java,spring,hadoop,amazon-web-services,docker","Ingénieur Développement Senior Java/JS -environnement open source et cloud at Talend (Suresnes, France)"
sql,cassandra,columnstore,tableau-server,devops,"sql,cassandra,columnstore,tableau-server,devops","DWH/Database Engineer at Minodes (Berlin, Deutschland)"
symfony,php,mysql,laravel,elasticsearch,"symfony,php,mysql,laravel,elasticsearch","Webentwickler Backend (m/w) | Vollzeit at Aboalarm GmbH (München, Deutschland)"
scala,akka,apache-kafka,elasticsearch,playframework,"scala,akka,apache-kafka,elasticsearch,playframework","Senior Scala Developer helping people find their dream homes at Scout24 (Berlin, Germany)"
java,mariadb,excel-vba,intellij-idea,ms-access,"java,mariadb,excel-vba,intellij-idea,ms-access","Junior Software Developer/Programmer at Tranter & Thomas Ltd (Southam, UK)"
sql,java,ruby,python,hadoop,"sql,java,ruby,python,hadoop","Data Engineer at BHE (Boston, MA)"
php,java,c#,c++,,"php,java,c#,c++,","Software Engineer - Machine Learning - Search Personalization at trivago GmbH (Düsseldorf, Germany)"
java,c++,matlab,,,"java,c++,matlab,,","Electronic Engineer - Psychological and Brain Science Dept at Indiana University Bloomington (Bloomington, IN)"
c++,c,boost,matlab,opencv,"c++,c,boost,matlab,opencv","Praktikum in der biomedizinischen Bildverarbeitung (Software Engineering) (m/w) at ZEISS Group (München, Deutschland)"
docker,kubernetes,rancher,go,ansible,"docker,kubernetes,rancher,go,ansible","Senior DevOps Engineer K8s | Data Science Platform at Contiamo (Berlin, Germany)"
sql,,,,,"sql,,,,",Support Analyst at DiplomaSender () (allows remote)
machine-learning,r,python,java,,"machine-learning,r,python,java,","Head of Data Science at OfferUp (Bellevue, WA)"
java,python,sql,sql-server,mysql,"java,python,sql,sql-server,mysql","Data Engineer (RDMS + Java/Python) at OfferUp (Bellevue, WA)"
c#,typescript,d3.js,css,sql,"c#,typescript,d3.js,css,sql","Junior Software Engineer | Data Science App at Displayr (Glebe, Australia)"
opencv,machine-learning,image-processing,3d-reconstruction,amazon-web-services,"opencv,machine-learning,image-processing,3d-reconstruction,amazon-web-services",Developer: 3D and Image Processing at Iko Pte Ltd (Singapore)
automation,iot,sensor,web-services,,"automation,iot,sensor,web-services,","Research Scientist - Internet of Things at Siemens (Berkeley, CA)"
c++,machine-learning,deep-learning,python,java,"c++,machine-learning,deep-learning,python,java","Software Architect for Intelligent Systems at Siemens (Princeton, NJ)"
nlp,genetic-algorithm,python,user-interface,tensorflow,"nlp,genetic-algorithm,python,user-interface,tensorflow","Software Engineer for Natural Language User Interfaces at Siemens (Princeton, NJ)"
automation,c#,c++,simulation,machine-learning,"automation,c#,c++,simulation,machine-learning","Research Scientist  Next-Generation Engineering Software at Siemens (Princeton, NJ)"
machine-learning,c++,gpu-programming,mongodb,nosql,"machine-learning,c++,gpu-programming,mongodb,nosql","DevOps Engineer at Siemens - USA (Princeton, NJ)"
java,c++,python,,,"java,c++,python,,","Manager - Data Engineering and Operations at TGS Management Company (Irvine, CA)"
java,apache-spark,apache-beam,apache-kafka,apache-flink,"java,apache-spark,apache-beam,apache-kafka,apache-flink","Open Source Software developer at Talend (Nantes, France)"
node.js,angular,reactjs,mongodb,elasticsearch,"node.js,angular,reactjs,mongodb,elasticsearch","Developer Node,js & Angular at Upsales Nordic AB (Stockholm, Sweden)"
r,machine-learning,sql,,,"r,machine-learning,sql,,","Sr. Data Scientist at Ebates (San Francisco, CA)"
mongodb,java-8,apache-kafka,hadoop,vert.x,"mongodb,java-8,apache-kafka,hadoop,vert.x","(Senior) Java Backend Developer at Glispa Global Group (Berlin, Germany)"
nodejs,mongodb,elasticsearch,docker,web-services,"nodejs,mongodb,elasticsearch,docker,web-services","Sr. Software Engineer - Node, Elasticsearch, MongoDB at Auth0 (Bellevue, WA) (allows remote)"
tensorflow,machine-learning,classification,,,"tensorflow,machine-learning,classification,,","Software Engineer, Machine Learning at Flow (Hoboken, NJ)"
java,apache-spark,apache-kafka,jquery,,"java,apache-spark,apache-kafka,jquery,","Senior Java Developers at Neueda Ltd (Belfast, UK)"
python,numpy,scipy,enthought,,"python,numpy,scipy,enthought,","Instrumentation Software Engineers (Python) at TeraView Ltd (Cambridge, UK)"
azure,active-directory,bigdata,cloud,sccm,"azure,active-directory,bigdata,cloud,sccm","(Junior) IT Architect (m/w) at Comma Soft AG (Bonn, Deutschland)"
elasticsearch,mysql,json,xml,csv,"elasticsearch,mysql,json,xml,csv","Chef de Projet fonctionnel et technique confirmé at VIDEOMUSEUM (Paris, France)"
postgresql,ruby-on-rails,javascript,elasticsearch,jquery,"postgresql,ruby-on-rails,javascript,elasticsearch,jquery","Senior RoR Software Engineer  at OneClass (Toronto, ON, Canada)"
amazon-web-services,hadoop,apache,apache-spark,,"amazon-web-services,hadoop,apache,apache-spark,","Senior Cloud Software Engineer - Internet of Things (IoT) at Bsquare (Bellevue, WA) (allows remote)"
scala,apache-kafka,java,python,hadoop,"scala,apache-kafka,java,python,hadoop","Scala / Python Data Engineer M/F - Smart mobility to experience the world at FlixBus (Berlin, Germany)"
etl,data-warehouse,ab-initio,db2,teradata,"etl,data-warehouse,ab-initio,db2,teradata","Data Warehouse/ ETL-Developer (m/w) at Senacor Technologies AG (Berlin, Deutschland)"
scala,spark,flink,kafka,aws,"scala,spark,flink,kafka,aws","Senior Data Engineer (FinTech, Scala, Spark, Flink & Kafka) at Zalando Payments SE & Co.KG (Berlin, Germany)"
